62

Culture: zh-CN 
Date: 2015/8/5 08:50:01.32652

ENLIGHT Version: 1.5.58

Data Save Interval: 1
Timestamp Format: Full

Name: 
Description: 
Module Type: SM130
Mux Level: No Switch
HW Acquisition Rate: 1000 Hz
Wavelength Tracking: 60000 pm / acquistion
Data Interleave: 1

IP Address: 10.0.0.126
      Port: 1852

IDN: sm130
Image ID: 2.0h
S/N: SIABSU

CH 1 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Gain (dB): 0.0 dB
	Noise Thresh.: 200

CH 2 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Gain (dB): 0.0 dB
	Noise Thresh.: 200

CH 3 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Gain (dB): 0.0 dB
	Noise Thresh.: 200

CH 4 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Gain (dB): 0.0 dB
	Noise Thresh.: 200

s1_1 (NA, Strain): "(1e6*FBG_A1_N)/Fg-EpsT0", Range (-2039.722, 2062.074), Limits (NA, NA), Constants ( Fg=0.890, CTEs=0.000, C1=6.156, C2=0.700, FBG_A1_0=1543.738, FBG_A2_0=1553.234 ), Description: ""
	EpsT0: (DeltaT)*(C1/Fg+CTEs-C2)
	DeltaT: T1_1
s2_2 (NA, Strain): "(1e6*FBG_A1_N)/Fg-EpsT0", Range (-658.066, 675.557), Limits (NA, NA), Constants ( Fg=0.890, CTEs=10.000, C1=6.156, C2=0.700, FBG_A1_0=1543.740, FBG_A2_0=1553.226 ), Description: ""
	EpsT0: (DeltaT)*(C1/Fg+CTEs-C2)
	DeltaT: T1_1
t1_1_1 (NA, Temperature): "(FBG_A2-1553.226)*1000/28.9+25.5", Range (-112.994, 163.822), Limits (0.000, 35.000), Constants (  ), Description: ""
T1_1 (NA, Temperature): "1e3*(FBG_A2_D/St)", Range (-142.293, 134.523), Limits (NA, NA), Constants ( St=28.900, FBG_A2_0=1553.336 ), Description: ""

FBG_A1 (FBG): #Avg = 1, Alpha = 0.00, Range (1539.751, 1547.751), Distance = 0 m
FBG_A2 (FBG): #Avg = 1, Alpha = 0.00, Range (1549.224, 1557.224), Distance = 0 m

Timestamp	s1_1	s2_2	t1_1_1	T1_1	FBG_A1	FBG_A2
2015/8/5 08:50:03.00314	18.491	16.711	25.349	-3.950	1543.76025	1553.22164
2015/8/5 08:50:03.00414	17.451	15.672	25.349	-3.950	1543.75882	1553.22164
2015/8/5 08:50:03.00514	17.643	16.511	25.284	-4.015	1543.75853	1553.21977
2015/8/5 08:50:03.00614	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.00714	19.142	18.067	25.279	-4.021	1543.76054	1553.21960
2015/8/5 08:50:03.00814	17.889	16.815	25.279	-4.021	1543.75882	1553.21960
2015/8/5 08:50:03.00914	19.142	18.067	25.279	-4.021	1543.76054	1553.21960
2015/8/5 08:50:03.01014	17.275	15.550	25.344	-3.956	1543.75853	1553.22148
2015/8/5 08:50:03.01114	17.486	15.761	25.344	-3.956	1543.75882	1553.22148
2015/8/5 08:50:03.01214	17.678	16.604	25.279	-4.021	1543.75853	1553.21960
2015/8/5 08:50:03.01314	17.275	15.550	25.344	-3.956	1543.75853	1553.22148
2015/8/5 08:50:03.01414	18.491	16.711	25.349	-3.950	1543.76025	1553.22164
2015/8/5 08:50:03.01514	17.854	16.723	25.284	-4.015	1543.75882	1553.21977
2015/8/5 08:50:03.01614	17.486	15.761	25.344	-3.956	1543.75882	1553.22148
2015/8/5 08:50:03.01714	17.889	16.815	25.279	-4.021	1543.75882	1553.21960
2015/8/5 08:50:03.01814	17.275	15.550	25.344	-3.956	1543.75853	1553.22148
2015/8/5 08:50:03.01914	18.704	16.925	25.349	-3.950	1543.76054	1553.22164
2015/8/5 08:50:03.02014	18.738	17.014	25.344	-3.956	1543.76054	1553.22148
2015/8/5 08:50:03.02114	17.889	16.815	25.279	-4.021	1543.75882	1553.21960
2015/8/5 08:50:03.02214	18.704	16.925	25.349	-3.950	1543.76054	1553.22164
2015/8/5 08:50:03.02314	18.704	16.925	25.349	-3.950	1543.76054	1553.22164
2015/8/5 08:50:03.02414	18.738	17.014	25.344	-3.956	1543.76054	1553.22148
2015/8/5 08:50:03.02514	19.107	17.975	25.284	-4.015	1543.76054	1553.21977
2015/8/5 08:50:03.02614	17.678	16.604	25.279	-4.021	1543.75853	1553.21960
2015/8/5 08:50:03.02714	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.02814	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.02914	18.704	16.925	25.349	-3.950	1543.76054	1553.22164
2015/8/5 08:50:03.03014	17.678	16.604	25.279	-4.021	1543.75853	1553.21960
2015/8/5 08:50:03.03114	18.704	16.925	25.349	-3.950	1543.76054	1553.22164
2015/8/5 08:50:03.03214	18.704	16.925	25.349	-3.950	1543.76054	1553.22164
2015/8/5 08:50:03.03314	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.03414	18.704	16.925	25.349	-3.950	1543.76054	1553.22164
2015/8/5 08:50:03.03514	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.03614	18.704	16.925	25.349	-3.950	1543.76054	1553.22164
2015/8/5 08:50:03.03714	17.889	16.815	25.279	-4.021	1543.75882	1553.21960
2015/8/5 08:50:03.03814	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.03914	18.929	17.854	25.279	-4.021	1543.76025	1553.21960
2015/8/5 08:50:03.04014	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.04114	18.929	17.854	25.279	-4.021	1543.76025	1553.21960
2015/8/5 08:50:03.04214	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.04314	17.031	15.251	25.349	-3.950	1543.75824	1553.22164
2015/8/5 08:50:03.04414	17.031	15.251	25.349	-3.950	1543.75824	1553.22164
2015/8/5 08:50:03.04514	18.704	16.925	25.349	-3.950	1543.76054	1553.22164
2015/8/5 08:50:03.04614	17.206	15.372	25.355	-3.945	1543.75853	1553.22180
2015/8/5 08:50:03.04714	17.643	16.511	25.284	-4.015	1543.75853	1553.21977
2015/8/5 08:50:03.04814	17.451	15.672	25.349	-3.950	1543.75882	1553.22164
2015/8/5 08:50:03.04914	17.451	15.672	25.349	-3.950	1543.75882	1553.22164
2015/8/5 08:50:03.05014	17.031	15.251	25.349	-3.950	1543.75824	1553.22164
2015/8/5 08:50:03.05114	18.704	16.925	25.349	-3.950	1543.76054	1553.22164
2015/8/5 08:50:03.05214	18.704	16.925	25.349	-3.950	1543.76054	1553.22164
2015/8/5 08:50:03.05314	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.05414	19.142	18.067	25.279	-4.021	1543.76054	1553.21960
2015/8/5 08:50:03.05514	17.678	16.604	25.279	-4.021	1543.75853	1553.21960
2015/8/5 08:50:03.05614	19.142	18.067	25.279	-4.021	1543.76054	1553.21960
2015/8/5 08:50:03.05714	17.451	15.672	25.349	-3.950	1543.75882	1553.22164
2015/8/5 08:50:03.05814	18.738	17.014	25.344	-3.956	1543.76054	1553.22148
2015/8/5 08:50:03.05914	18.670	16.835	25.355	-3.945	1543.76054	1553.22180
2015/8/5 08:50:03.06014	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.06114	17.678	16.604	25.279	-4.021	1543.75853	1553.21960
2015/8/5 08:50:03.06214	17.206	15.372	25.355	-3.945	1543.75853	1553.22180
2015/8/5 08:50:03.06314	17.889	16.815	25.279	-4.021	1543.75882	1553.21960
2015/8/5 08:50:03.06414	16.835	14.405	25.414	-3.885	1543.75853	1553.22352
2015/8/5 08:50:03.06514	17.643	16.511	25.284	-4.015	1543.75853	1553.21977
2015/8/5 08:50:03.06614	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.06714	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.06814	17.451	15.672	25.349	-3.950	1543.75882	1553.22164
2015/8/5 08:50:03.06914	17.486	15.761	25.344	-3.956	1543.75882	1553.22148
2015/8/5 08:50:03.07014	17.275	15.550	25.344	-3.956	1543.75853	1553.22148
2015/8/5 08:50:03.07114	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.07214	17.643	16.511	25.284	-4.015	1543.75853	1553.21977
2015/8/5 08:50:03.07314	17.451	15.672	25.349	-3.950	1543.75882	1553.22164
2015/8/5 08:50:03.07414	17.678	16.604	25.279	-4.021	1543.75853	1553.21960
2015/8/5 08:50:03.07514	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.07614	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.07714	18.704	16.925	25.349	-3.950	1543.76054	1553.22164
2015/8/5 08:50:03.07814	19.142	18.067	25.279	-4.021	1543.76054	1553.21960
2015/8/5 08:50:03.07914	17.889	16.815	25.279	-4.021	1543.75882	1553.21960
2015/8/5 08:50:03.08014	19.142	18.067	25.279	-4.021	1543.76054	1553.21960
2015/8/5 08:50:03.08114	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.08214	17.678	16.604	25.279	-4.021	1543.75853	1553.21960
2015/8/5 08:50:03.08314	18.704	16.925	25.349	-3.950	1543.76054	1553.22164
2015/8/5 08:50:03.08414	18.704	16.925	25.349	-3.950	1543.76054	1553.22164
2015/8/5 08:50:03.08514	17.889	16.815	25.279	-4.021	1543.75882	1553.21960
2015/8/5 08:50:03.08614	17.486	15.761	25.344	-3.956	1543.75882	1553.22148
2015/8/5 08:50:03.08714	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.08814	17.678	16.604	25.279	-4.021	1543.75853	1553.21960
2015/8/5 08:50:03.08914	17.889	16.815	25.279	-4.021	1543.75882	1553.21960
2015/8/5 08:50:03.09014	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.09114	17.486	15.761	25.344	-3.956	1543.75882	1553.22148
2015/8/5 08:50:03.09214	17.678	16.604	25.279	-4.021	1543.75853	1553.21960
2015/8/5 08:50:03.09314	17.451	15.672	25.349	-3.950	1543.75882	1553.22164
2015/8/5 08:50:03.09414	17.678	16.604	25.279	-4.021	1543.75853	1553.21960
2015/8/5 08:50:03.09514	18.491	16.711	25.349	-3.950	1543.76025	1553.22164
2015/8/5 08:50:03.09614	17.275	15.550	25.344	-3.956	1543.75853	1553.22148
2015/8/5 08:50:03.09714	18.738	17.014	25.344	-3.956	1543.76054	1553.22148
2015/8/5 08:50:03.09814	17.678	16.604	25.279	-4.021	1543.75853	1553.21960
2015/8/5 08:50:03.09914	18.738	17.014	25.344	-3.956	1543.76054	1553.22148
2015/8/5 08:50:03.10014	17.889	16.815	25.279	-4.021	1543.75882	1553.21960
2015/8/5 08:50:03.10114	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.10214	17.889	16.815	25.279	-4.021	1543.75882	1553.21960
2015/8/5 08:50:03.10314	19.107	17.975	25.284	-4.015	1543.76054	1553.21977
2015/8/5 08:50:03.10414	17.451	15.672	25.349	-3.950	1543.75882	1553.22164
2015/8/5 08:50:03.10514	18.704	16.925	25.349	-3.950	1543.76054	1553.22164
2015/8/5 08:50:03.10614	18.704	16.925	25.349	-3.950	1543.76054	1553.22164
2015/8/5 08:50:03.10714	17.889	16.815	25.279	-4.021	1543.75882	1553.21960
2015/8/5 08:50:03.10814	17.678	16.604	25.279	-4.021	1543.75853	1553.21960
2015/8/5 08:50:03.10914	17.451	15.672	25.349	-3.950	1543.75882	1553.22164
2015/8/5 08:50:03.11014	17.065	15.341	25.344	-3.956	1543.75824	1553.22148
2015/8/5 08:50:03.11114	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.11214	18.704	16.925	25.349	-3.950	1543.76054	1553.22164
2015/8/5 08:50:03.11314	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.11414	17.065	15.341	25.344	-3.956	1543.75824	1553.22148
2015/8/5 08:50:03.11514	18.704	16.925	25.349	-3.950	1543.76054	1553.22164
2015/8/5 08:50:03.11614	17.275	15.550	25.344	-3.956	1543.75853	1553.22148
2015/8/5 08:50:03.11714	18.704	16.925	25.349	-3.950	1543.76054	1553.22164
2015/8/5 08:50:03.11814	17.275	15.550	25.344	-3.956	1543.75853	1553.22148
2015/8/5 08:50:03.11914	17.643	16.511	25.284	-4.015	1543.75853	1553.21977
2015/8/5 08:50:03.12014	17.451	15.672	25.349	-3.950	1543.75882	1553.22164
2015/8/5 08:50:03.12114	18.704	16.925	25.349	-3.950	1543.76054	1553.22164
2015/8/5 08:50:03.12214	18.704	16.925	25.349	-3.950	1543.76054	1553.22164
2015/8/5 08:50:03.12314	17.451	15.672	25.349	-3.950	1543.75882	1553.22164
2015/8/5 08:50:03.12414	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.12514	17.889	16.815	25.279	-4.021	1543.75882	1553.21960
2015/8/5 08:50:03.12614	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.12714	17.643	16.511	25.284	-4.015	1543.75853	1553.21977
2015/8/5 08:50:03.12814	16.997	15.162	25.355	-3.945	1543.75824	1553.22180
2015/8/5 08:50:03.12914	18.491	16.711	25.349	-3.950	1543.76025	1553.22164
2015/8/5 08:50:03.13014	18.738	17.014	25.344	-3.956	1543.76054	1553.22148
2015/8/5 08:50:03.13114	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.13214	18.491	16.711	25.349	-3.950	1543.76025	1553.22164
2015/8/5 08:50:03.13314	19.107	17.975	25.284	-4.015	1543.76054	1553.21977
2015/8/5 08:50:03.13414	18.704	16.925	25.349	-3.950	1543.76054	1553.22164
2015/8/5 08:50:03.13514	19.142	18.067	25.279	-4.021	1543.76054	1553.21960
2015/8/5 08:50:03.13614	17.031	15.251	25.349	-3.950	1543.75824	1553.22164
2015/8/5 08:50:03.13714	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.13814	17.678	16.604	25.279	-4.021	1543.75853	1553.21960
2015/8/5 08:50:03.13914	17.451	15.672	25.349	-3.950	1543.75882	1553.22164
2015/8/5 08:50:03.14014	19.107	17.975	25.284	-4.015	1543.76054	1553.21977
2015/8/5 08:50:03.14114	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.14214	18.704	16.925	25.349	-3.950	1543.76054	1553.22164
2015/8/5 08:50:03.14314	17.643	16.511	25.284	-4.015	1543.75853	1553.21977
2015/8/5 08:50:03.14414	18.704	16.925	25.349	-3.950	1543.76054	1553.22164
2015/8/5 08:50:03.14514	19.142	18.067	25.279	-4.021	1543.76054	1553.21960
2015/8/5 08:50:03.14614	18.704	16.925	25.349	-3.950	1543.76054	1553.22164
2015/8/5 08:50:03.14714	17.643	16.511	25.284	-4.015	1543.75853	1553.21977
2015/8/5 08:50:03.14814	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.14914	17.206	15.372	25.355	-3.945	1543.75853	1553.22180
2015/8/5 08:50:03.15014	17.275	15.550	25.344	-3.956	1543.75853	1553.22148
2015/8/5 08:50:03.15114	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.15214	17.889	16.815	25.279	-4.021	1543.75882	1553.21960
2015/8/5 08:50:03.15314	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.15414	17.678	16.604	25.279	-4.021	1543.75853	1553.21960
2015/8/5 08:50:03.15514	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.15614	17.678	16.604	25.279	-4.021	1543.75853	1553.21960
2015/8/5 08:50:03.15714	17.486	15.761	25.344	-3.956	1543.75882	1553.22148
2015/8/5 08:50:03.15814	17.275	15.550	25.344	-3.956	1543.75853	1553.22148
2015/8/5 08:50:03.15914	17.889	16.815	25.279	-4.021	1543.75882	1553.21960
2015/8/5 08:50:03.16014	18.738	17.014	25.344	-3.956	1543.76054	1553.22148
2015/8/5 08:50:03.16114	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.16214	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.16314	17.678	16.604	25.279	-4.021	1543.75853	1553.21960
2015/8/5 08:50:03.16414	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.16514	16.802	14.319	25.420	-3.880	1543.75853	1553.22367
2015/8/5 08:50:03.16614	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.16714	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.16814	18.704	16.925	25.349	-3.950	1543.76054	1553.22164
2015/8/5 08:50:03.16914	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.17014	17.275	15.550	25.344	-3.956	1543.75853	1553.22148
2015/8/5 08:50:03.17114	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.17214	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.17314	18.704	16.925	25.349	-3.950	1543.76054	1553.22164
2015/8/5 08:50:03.17414	17.451	15.672	25.349	-3.950	1543.75882	1553.22164
2015/8/5 08:50:03.17514	17.678	16.604	25.279	-4.021	1543.75853	1553.21960
2015/8/5 08:50:03.17614	18.491	16.711	25.349	-3.950	1543.76025	1553.22164
2015/8/5 08:50:03.17714	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.17814	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.17914	17.451	15.672	25.349	-3.950	1543.75882	1553.22164
2015/8/5 08:50:03.18014	19.142	18.067	25.279	-4.021	1543.76054	1553.21960
2015/8/5 08:50:03.18114	17.643	16.511	25.284	-4.015	1543.75853	1553.21977
2015/8/5 08:50:03.18214	18.491	16.711	25.349	-3.950	1543.76025	1553.22164
2015/8/5 08:50:03.18314	17.451	15.672	25.349	-3.950	1543.75882	1553.22164
2015/8/5 08:50:03.18414	17.678	16.604	25.279	-4.021	1543.75853	1553.21960
2015/8/5 08:50:03.18514	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.18614	17.643	16.511	25.284	-4.015	1543.75853	1553.21977
2015/8/5 08:50:03.18714	17.451	15.672	25.349	-3.950	1543.75882	1553.22164
2015/8/5 08:50:03.18814	19.107	17.975	25.284	-4.015	1543.76054	1553.21977
2015/8/5 08:50:03.18914	19.107	17.975	25.284	-4.015	1543.76054	1553.21977
2015/8/5 08:50:03.19014	18.491	16.711	25.349	-3.950	1543.76025	1553.22164
2015/8/5 08:50:03.19114	18.704	16.925	25.349	-3.950	1543.76054	1553.22164
2015/8/5 08:50:03.19214	17.643	16.511	25.284	-4.015	1543.75853	1553.21977
2015/8/5 08:50:03.19314	19.107	17.975	25.284	-4.015	1543.76054	1553.21977
2015/8/5 08:50:03.19414	19.142	18.067	25.279	-4.021	1543.76054	1553.21960
2015/8/5 08:50:03.19514	19.107	17.975	25.284	-4.015	1543.76054	1553.21977
2015/8/5 08:50:03.19614	18.704	16.925	25.349	-3.950	1543.76054	1553.22164
2015/8/5 08:50:03.19714	17.643	16.511	25.284	-4.015	1543.75853	1553.21977
2015/8/5 08:50:03.19814	17.451	15.672	25.349	-3.950	1543.75882	1553.22164
2015/8/5 08:50:03.19914	19.107	17.975	25.284	-4.015	1543.76054	1553.21977
2015/8/5 08:50:03.20014	17.275	15.550	25.344	-3.956	1543.75853	1553.22148
2015/8/5 08:50:03.20114	17.275	15.550	25.344	-3.956	1543.75853	1553.22148
2015/8/5 08:50:03.20214	17.889	16.815	25.279	-4.021	1543.75882	1553.21960
2015/8/5 08:50:03.20314	17.678	16.604	25.279	-4.021	1543.75853	1553.21960
2015/8/5 08:50:03.20414	18.704	16.925	25.349	-3.950	1543.76054	1553.22164
2015/8/5 08:50:03.20514	18.893	17.762	25.284	-4.015	1543.76025	1553.21977
2015/8/5 08:50:03.20614	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.20714	18.491	16.711	25.349	-3.950	1543.76025	1553.22164
2015/8/5 08:50:03.20814	19.142	18.067	25.279	-4.021	1543.76054	1553.21960
2015/8/5 08:50:03.20914	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.21014	18.704	16.925	25.349	-3.950	1543.76054	1553.22164
2015/8/5 08:50:03.21114	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.21214	17.643	16.511	25.284	-4.015	1543.75853	1553.21977
2015/8/5 08:50:03.21314	17.678	16.604	25.279	-4.021	1543.75853	1553.21960
2015/8/5 08:50:03.21414	17.608	16.421	25.290	-4.009	1543.75853	1553.21993
2015/8/5 08:50:03.21514	18.491	16.711	25.349	-3.950	1543.76025	1553.22164
2015/8/5 08:50:03.21614	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.21714	17.889	16.815	25.279	-4.021	1543.75882	1553.21960
2015/8/5 08:50:03.21814	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.21914	19.142	18.067	25.279	-4.021	1543.76054	1553.21960
2015/8/5 08:50:03.22014	18.893	17.762	25.284	-4.015	1543.76025	1553.21977
2015/8/5 08:50:03.22114	17.889	16.815	25.279	-4.021	1543.75882	1553.21960
2015/8/5 08:50:03.22214	18.929	17.854	25.279	-4.021	1543.76025	1553.21960
2015/8/5 08:50:03.22314	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.22414	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.22514	17.925	16.907	25.273	-4.026	1543.75882	1553.21944
2015/8/5 08:50:03.22614	17.889	16.815	25.279	-4.021	1543.75882	1553.21960
2015/8/5 08:50:03.22714	18.704	16.925	25.349	-3.950	1543.76054	1553.22164
2015/8/5 08:50:03.22814	18.525	16.801	25.344	-3.956	1543.76025	1553.22148
2015/8/5 08:50:03.22914	17.889	16.815	25.279	-4.021	1543.75882	1553.21960
2015/8/5 08:50:03.23014	17.643	16.511	25.284	-4.015	1543.75853	1553.21977
2015/8/5 08:50:03.23114	17.275	15.550	25.344	-3.956	1543.75853	1553.22148
2015/8/5 08:50:03.23214	18.738	17.014	25.344	-3.956	1543.76054	1553.22148
2015/8/5 08:50:03.23314	19.142	18.067	25.279	-4.021	1543.76054	1553.21960
2015/8/5 08:50:03.23414	17.451	15.672	25.349	-3.950	1543.75882	1553.22164
2015/8/5 08:50:03.23514	17.275	15.550	25.344	-3.956	1543.75853	1553.22148
2015/8/5 08:50:03.23614	19.142	18.067	25.279	-4.021	1543.76054	1553.21960
2015/8/5 08:50:03.23714	17.486	15.761	25.344	-3.956	1543.75882	1553.22148
2015/8/5 08:50:03.23814	17.714	16.696	25.273	-4.026	1543.75853	1553.21944
2015/8/5 08:50:03.23914	19.142	18.067	25.279	-4.021	1543.76054	1553.21960
2015/8/5 08:50:03.24014	17.678	16.604	25.279	-4.021	1543.75853	1553.21960
2015/8/5 08:50:03.24114	17.451	15.672	25.349	-3.950	1543.75882	1553.22164
2015/8/5 08:50:03.24214	17.678	16.604	25.279	-4.021	1543.75853	1553.21960
2015/8/5 08:50:03.24314	17.854	16.723	25.284	-4.015	1543.75882	1553.21977
2015/8/5 08:50:03.24414	17.678	16.604	25.279	-4.021	1543.75853	1553.21960
2015/8/5 08:50:03.24514	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.24614	17.451	15.672	25.349	-3.950	1543.75882	1553.22164
2015/8/5 08:50:03.24714	17.854	16.723	25.284	-4.015	1543.75882	1553.21977
2015/8/5 08:50:03.24814	18.525	16.801	25.344	-3.956	1543.76025	1553.22148
2015/8/5 08:50:03.24914	17.678	16.604	25.279	-4.021	1543.75853	1553.21960
2015/8/5 08:50:03.25014	19.142	18.067	25.279	-4.021	1543.76054	1553.21960
2015/8/5 08:50:03.25114	17.275	15.550	25.344	-3.956	1543.75853	1553.22148
2015/8/5 08:50:03.25214	17.608	16.421	25.290	-4.009	1543.75853	1553.21993
2015/8/5 08:50:03.25314	17.643	16.511	25.284	-4.015	1543.75853	1553.21977
2015/8/5 08:50:03.25414	17.275	15.550	25.344	-3.956	1543.75853	1553.22148
2015/8/5 08:50:03.25514	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.25614	17.889	16.815	25.279	-4.021	1543.75882	1553.21960
2015/8/5 08:50:03.25714	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.25814	17.451	15.672	25.349	-3.950	1543.75882	1553.22164
2015/8/5 08:50:03.25914	18.704	16.925	25.349	-3.950	1543.76054	1553.22164
2015/8/5 08:50:03.26014	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.26114	17.275	15.550	25.344	-3.956	1543.75853	1553.22148
2015/8/5 08:50:03.26214	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.26314	17.678	16.604	25.279	-4.021	1543.75853	1553.21960
2015/8/5 08:50:03.26414	17.889	16.815	25.279	-4.021	1543.75882	1553.21960
2015/8/5 08:50:03.26514	18.457	16.622	25.355	-3.945	1543.76025	1553.22180
2015/8/5 08:50:03.26614	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.26714	18.491	16.711	25.349	-3.950	1543.76025	1553.22164
2015/8/5 08:50:03.26814	18.457	16.622	25.355	-3.945	1543.76025	1553.22180
2015/8/5 08:50:03.26914	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.27014	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.27114	17.399	16.211	25.290	-4.009	1543.75824	1553.21993
2015/8/5 08:50:03.27214	17.678	16.604	25.279	-4.021	1543.75853	1553.21960
2015/8/5 08:50:03.27314	17.854	16.723	25.284	-4.015	1543.75882	1553.21977
2015/8/5 08:50:03.27414	18.491	16.711	25.349	-3.950	1543.76025	1553.22164
2015/8/5 08:50:03.27514	18.491	16.711	25.349	-3.950	1543.76025	1553.22164
2015/8/5 08:50:03.27614	18.704	16.925	25.349	-3.950	1543.76054	1553.22164
2015/8/5 08:50:03.27714	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.27814	17.678	16.604	25.279	-4.021	1543.75853	1553.21960
2015/8/5 08:50:03.27914	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.28014	17.486	15.761	25.344	-3.956	1543.75882	1553.22148
2015/8/5 08:50:03.28114	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.28214	18.704	16.925	25.349	-3.950	1543.76054	1553.22164
2015/8/5 08:50:03.28314	17.678	16.604	25.279	-4.021	1543.75853	1553.21960
2015/8/5 08:50:03.28414	17.889	16.815	25.279	-4.021	1543.75882	1553.21960
2015/8/5 08:50:03.28514	18.670	16.835	25.355	-3.945	1543.76054	1553.22180
2015/8/5 08:50:03.28614	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:03.28714	17.451	15.672	25.349	-3.950	1543.75882	1553.22164
