62

Culture: zh-CN 
Date: 2015/8/5 08:50:01.32652

ENLIGHT Version: 1.5.58

Data Save Interval: 1
Timestamp Format: Full

Name: 
Description: 
Module Type: SM130
Mux Level: No Switch
HW Acquisition Rate: 1000 Hz
Wavelength Tracking: 60000 pm / acquistion
Data Interleave: 1

IP Address: 10.0.0.126
      Port: 1852

IDN: sm130
Image ID: 2.0h
S/N: SIABSU

CH 1 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Gain (dB): 0.0 dB
	Noise Thresh.: 200

CH 2 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Gain (dB): 0.0 dB
	Noise Thresh.: 200

CH 3 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Gain (dB): 0.0 dB
	Noise Thresh.: 200

CH 4 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Gain (dB): 0.0 dB
	Noise Thresh.: 200

s1_1 (NA, Strain): "(1e6*FBG_A1_N)/Fg-EpsT0", Range (-2039.722, 2062.074), Limits (NA, NA), Constants ( Fg=0.890, CTEs=0.000, C1=6.156, C2=0.700, FBG_A1_0=1543.738, FBG_A2_0=1553.234 ), Description: ""
	EpsT0: (DeltaT)*(C1/Fg+CTEs-C2)
	DeltaT: T1_1
s2_2 (NA, Strain): "(1e6*FBG_A1_N)/Fg-EpsT0", Range (-658.066, 675.557), Limits (NA, NA), Constants ( Fg=0.890, CTEs=10.000, C1=6.156, C2=0.700, FBG_A1_0=1543.740, FBG_A2_0=1553.226 ), Description: ""
	EpsT0: (DeltaT)*(C1/Fg+CTEs-C2)
	DeltaT: T1_1
t1_1_1 (NA, Temperature): "(FBG_A2-1553.226)*1000/28.9+25.5", Range (-112.994, 163.822), Limits (0.000, 35.000), Constants (  ), Description: ""
T1_1 (NA, Temperature): "1e3*(FBG_A2_D/St)", Range (-142.293, 134.523), Limits (NA, NA), Constants ( St=28.900, FBG_A2_0=1553.336 ), Description: ""

FBG_A1 (FBG): #Avg = 1, Alpha = 0.00, Range (1539.751, 1547.751), Distance = 0 m
FBG_A2 (FBG): #Avg = 1, Alpha = 0.00, Range (1549.224, 1557.224), Distance = 0 m

Timestamp	s1_1	s2_2	t1_1_1	T1_1	FBG_A1	FBG_A2
2015/8/5 08:50:01.56914	17.275	15.550	25.344	-3.956	1543.75853	1553.22148
2015/8/5 08:50:01.57014	17.678	16.604	25.279	-4.021	1543.75853	1553.21960
2015/8/5 08:50:01.57114	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:01.57214	19.580	19.210	25.208	-4.091	1543.76054	1553.21757
2015/8/5 08:50:01.57314	18.704	16.925	25.349	-3.950	1543.76054	1553.22164
2015/8/5 08:50:01.57414	17.678	16.604	25.279	-4.021	1543.75853	1553.21960
2015/8/5 08:50:01.57514	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:01.57614	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:01.57714	17.643	16.511	25.284	-4.015	1543.75853	1553.21977
2015/8/5 08:50:01.57814	17.678	16.604	25.279	-4.021	1543.75853	1553.21960
2015/8/5 08:50:01.57914	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:01.58014	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:01.58114	17.643	16.511	25.284	-4.015	1543.75853	1553.21977
2015/8/5 08:50:01.58214	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:01.58314	17.678	16.604	25.279	-4.021	1543.75853	1553.21960
2015/8/5 08:50:01.58414	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:01.58514	18.670	16.835	25.355	-3.945	1543.76054	1553.22180
2015/8/5 08:50:01.58614	17.451	15.672	25.349	-3.950	1543.75882	1553.22164
2015/8/5 08:50:01.58714	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:01.58814	18.491	16.711	25.349	-3.950	1543.76025	1553.22164
2015/8/5 08:50:01.58914	18.491	16.711	25.349	-3.950	1543.76025	1553.22164
2015/8/5 08:50:01.59014	17.678	16.604	25.279	-4.021	1543.75853	1553.21960
2015/8/5 08:50:01.59114	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:01.59214	17.889	16.815	25.279	-4.021	1543.75882	1553.21960
2015/8/5 08:50:01.59314	18.704	16.925	25.349	-3.950	1543.76054	1553.22164
2015/8/5 08:50:01.59414	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:01.59514	18.525	16.801	25.344	-3.956	1543.76025	1553.22148
2015/8/5 08:50:01.59614	18.491	16.711	25.349	-3.950	1543.76025	1553.22164
2015/8/5 08:50:01.59714	17.451	15.672	25.349	-3.950	1543.75882	1553.22164
2015/8/5 08:50:01.59814	18.491	16.711	25.349	-3.950	1543.76025	1553.22164
2015/8/5 08:50:01.59914	17.206	15.372	25.355	-3.945	1543.75853	1553.22180
2015/8/5 08:50:01.60014	17.065	15.341	25.344	-3.956	1543.75824	1553.22148
2015/8/5 08:50:01.60114	17.206	15.372	25.355	-3.945	1543.75853	1553.22180
2015/8/5 08:50:01.60214	17.275	15.550	25.344	-3.956	1543.75853	1553.22148
2015/8/5 08:50:01.60314	17.417	15.583	25.355	-3.945	1543.75882	1553.22180
2015/8/5 08:50:01.60414	18.704	16.925	25.349	-3.950	1543.76054	1553.22164
2015/8/5 08:50:01.60514	17.275	15.550	25.344	-3.956	1543.75853	1553.22148
2015/8/5 08:50:01.60614	17.451	15.672	25.349	-3.950	1543.75882	1553.22164
2015/8/5 08:50:01.60714	19.142	18.067	25.279	-4.021	1543.76054	1553.21960
2015/8/5 08:50:01.60814	17.643	16.511	25.284	-4.015	1543.75853	1553.21977
2015/8/5 08:50:01.60914	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:01.61014	17.031	15.251	25.349	-3.950	1543.75824	1553.22164
2015/8/5 08:50:01.61114	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:01.61214	18.704	16.925	25.349	-3.950	1543.76054	1553.22164
2015/8/5 08:50:01.61314	17.678	16.604	25.279	-4.021	1543.75853	1553.21960
2015/8/5 08:50:01.61414	17.486	15.761	25.344	-3.956	1543.75882	1553.22148
2015/8/5 08:50:01.61514	17.889	16.815	25.279	-4.021	1543.75882	1553.21960
2015/8/5 08:50:01.61614	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:01.61714	19.107	17.975	25.284	-4.015	1543.76054	1553.21977
2015/8/5 08:50:01.61814	17.433	16.302	25.284	-4.015	1543.75824	1553.21977
2015/8/5 08:50:01.61914	17.486	15.761	25.344	-3.956	1543.75882	1553.22148
2015/8/5 08:50:01.62014	17.643	16.511	25.284	-4.015	1543.75853	1553.21977
2015/8/5 08:50:01.62114	18.929	17.854	25.279	-4.021	1543.76025	1553.21960
2015/8/5 08:50:01.62214	18.929	17.854	25.279	-4.021	1543.76025	1553.21960
2015/8/5 08:50:01.62314	17.451	15.672	25.349	-3.950	1543.75882	1553.22164
2015/8/5 08:50:01.62414	19.072	17.884	25.290	-4.009	1543.76054	1553.21993
2015/8/5 08:50:01.62514	17.451	15.672	25.349	-3.950	1543.75882	1553.22164
2015/8/5 08:50:01.62614	18.491	16.711	25.349	-3.950	1543.76025	1553.22164
2015/8/5 08:50:01.62714	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:01.62814	17.275	15.550	25.344	-3.956	1543.75853	1553.22148
2015/8/5 08:50:01.62914	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:01.63014	19.357	18.282	25.279	-4.021	1543.76083	1553.21960
2015/8/5 08:50:01.63114	18.704	16.925	25.349	-3.950	1543.76054	1553.22164
2015/8/5 08:50:01.63214	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:01.63314	18.738	17.014	25.344	-3.956	1543.76054	1553.22148
2015/8/5 08:50:01.63414	17.451	15.672	25.349	-3.950	1543.75882	1553.22164
2015/8/5 08:50:01.63514	17.451	15.672	25.349	-3.950	1543.75882	1553.22164
2015/8/5 08:50:01.63614	17.486	15.761	25.344	-3.956	1543.75882	1553.22148
2015/8/5 08:50:01.63714	17.486	15.761	25.344	-3.956	1543.75882	1553.22148
2015/8/5 08:50:01.63814	17.643	16.511	25.284	-4.015	1543.75853	1553.21977
2015/8/5 08:50:01.63914	19.142	18.067	25.279	-4.021	1543.76054	1553.21960
2015/8/5 08:50:01.64014	17.451	15.672	25.349	-3.950	1543.75882	1553.22164
2015/8/5 08:50:01.64114	17.643	16.511	25.284	-4.015	1543.75853	1553.21977
2015/8/5 08:50:01.64214	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:01.64314	17.486	15.761	25.344	-3.956	1543.75882	1553.22148
2015/8/5 08:50:01.64414	17.240	15.461	25.349	-3.950	1543.75853	1553.22164
2015/8/5 08:50:01.64514	17.451	15.672	25.349	-3.950	1543.75882	1553.22164
